Track name,Artist name,Album,Playlist name,Type,ISRC,Deezer - id
"Authentic Drill","Poundz","Authentic Drill","Favorite Tracks","Favorite","1619073942","1619073942"
"A R C A D E","Chanceko","R 3 P L A Y","Favorite Tracks","Favorite","1631294002","1631294002"
"T W E N T Y 2","Chanceko","R 3 P L A Y","Favorite Tracks","Favorite","1631293992","1631293992"
"Apocalypse","Kaaris","SVR","Favorite Tracks","Favorite","1629449282","1629449282"
"Δ. Dieu ne ment jamais","Damso","Ipséité","Favorite Tracks","Favorite","354918001","354918001"
"WALDORF ASTORIA","Green Montana","WALDORF ASTORIA","Favorite Tracks","Favorite","1624005462","1624005462"
"Baby","Diddi Trix","Dope Boyz","Favorite Tracks","Favorite","1625917242","1625917242"
"Frosties","Diddi Trix","Dope Boyz","Favorite Tracks","Favorite","1625917282","1625917282"
"Memento Mori","Jazzy Bazz","Memoria","Favorite Tracks","Favorite","1557235312","1557235312"
"Nouvelle 3.14","Jazzy Bazz","Memoria","Favorite Tracks","Favorite","1557235212","1557235212"
"Albiceleste","Jazzy Bazz","Memoria","Favorite Tracks","Favorite","1557235202","1557235202"
"Coeur, Conscience","Jazzy Bazz","Memoria","Favorite Tracks","Favorite","1557235182","1557235182"
"Scared N*ggas","SahBabii","Do It For Demon","Favorite Tracks","Favorite","1523471222","1523471222"
"I See","SahBabii","Do It For Demon","Favorite Tracks","Favorite","1523471202","1523471202"
"Crosswalk","SahBabii","Do It For Demon","Favorite Tracks","Favorite","1523471182","1523471182"
"THE REV3NGE","Joey Bada$$","THE REV3NGE","Favorite Tracks","Favorite","1616825442","1616825442"
"Surround Sound","JID","Surround Sound","Favorite Tracks","Favorite","1615359932","1615359932"
"P power (feat. Drake)","Gunna","DS4EVER","Favorite Tracks","Favorite","1620996922","1620996922"
"A/R (Part.1)","Norsacce Berlusconi","A/R (Part.1)","Favorite Tracks","Favorite","1616403982","1616403982"
"Opensea","Slkrack","Opensea","Favorite Tracks","Favorite","2439533365","2439533365"
"20 -","Khali","20 -","Favorite Tracks","Favorite","1146201162","1146201162"
"Aston","Prince K","Heat Wave","Favorite Tracks","Favorite","1459895272","1459895272"
"pushin P (feat. Young Thug)","Gunna","DS4EVER","Favorite Tracks","Favorite","1614134252","1614134252"
"flooded","Gunna","DS4EVER","Favorite Tracks","Favorite","1614134372","1614134372"
"alotta cake","Gunna","DS4EVER","Favorite Tracks","Favorite","1614134302","1614134302"
"thought i was playing","Gunna","DS4EVER","Favorite Tracks","Favorite","1614134282","1614134282"
"COMME BOU (Alternative Version)","1PLIKÉ140","ARRÊTEZ-LE ! (Vol.2)","Favorite Tracks","Favorite","1609737142","1609737142"
"CHIRAQ","1PLIKÉ140","ARRÊTEZ-LE ! (Vol.2)","Favorite Tracks","Favorite","1609737132","1609737132"
"PLUS DE RÊVE","1PLIKÉ140","ARRÊTEZ-LE ! (Vol.2)","Favorite Tracks","Favorite","1609737122","1609737122"
"PERSO","1PLIKÉ140","ARRÊTEZ-LE ! (Vol.2)","Favorite Tracks","Favorite","1609737092","1609737092"
"ÉVÉNEMENT","1PLIKÉ140","ARRÊTEZ-LE ! (Vol.2)","Favorite Tracks","Favorite","1609737082","1609737082"
"RÉCIT","1PLIKÉ140","ARRÊTEZ-LE ! (Vol.2)","Favorite Tracks","Favorite","1609737062","1609737062"
"SOMMEIL","1PLIKÉ140","ARRÊTEZ-LE ! (Vol.2)","Favorite Tracks","Favorite","1609737052","1609737052"
"REMONTADA","1PLIKÉ140","ARRÊTEZ-LE ! (Vol.2)","Favorite Tracks","Favorite","1609737042","1609737042"
"P4","1PLIKÉ140","ARRÊTEZ-LE ! (Vol.2)","Favorite Tracks","Favorite","1609737032","1609737032"
"COMME BOU","1PLIKÉ140","ARRÊTEZ-LE ! (Vol.2)","Favorite Tracks","Favorite","1609737022","1609737022"
"Trophée","Chanceko","Trophée","Favorite Tracks","Favorite","1610488782","1610488782"
"ARRÊTEZ-LE","1PLIKÉ140","ARRÊTEZ-LE !","Favorite Tracks","Favorite","1296725792","1296725792"
"Beat the Case (feat. Offset) (Bonus Track)","Gunna","Drip Season 2","Favorite Tracks","Favorite","651596122","651596122"
"Highschool","Gunna","Drip Season 2","Favorite Tracks","Favorite","651596042","651596042"
"Another Wave (feat. Shad Da God & Duke)","Gunna","Drip Season 2","Favorite Tracks","Favorite","651596032","651596032"
"Japan","Gunna","Drip Season 2","Favorite Tracks","Favorite","651596022","651596022"
"Top","Gunna","Drip Season 2","Favorite Tracks","Favorite","651596002","651596002"
"Belly of the Beast","Gunna","Drip Season 2","Favorite Tracks","Favorite","651595992","651595992"
"Phase","Gunna","Drip Season 2","Favorite Tracks","Favorite","651595982","651595982"
"Panorama","Jazzy Bazz","Memoria","Favorite Tracks","Favorite","1557235192","1557235192"
"Spending Addiction","Gunna","Drip Season 3 (Deluxe)","Favorite Tracks","Favorite","651593972","651593972"
"My Soul","Gunna","Drip Season 3 (Deluxe)","Favorite Tracks","Favorite","651593942","651593942"
"Mistress","Gunna","Drip Season 3 (Deluxe)","Favorite Tracks","Favorite","651593922","651593922"
"COOLER THAN A BITCH (feat. Roddy Ricch)","Gunna","WUNNA","Favorite Tracks","Favorite","968626612","968626612"
"Pablito","Kaaris","Or Noir Part 2","Favorite Tracks","Favorite","75523768","75523768"
"All Bad (feat. Lil Uzi Vert)","Future","High Off Life","Favorite Tracks","Favorite","960396412","960396412"
"Mission Complete","SL","Mission Complete","Favorite Tracks","Favorite","1586609632","1586609632"
"Daily Duppy (feat. GRM Daily)","Central Cee","Daily Duppy (feat. GRM Daily)","Favorite Tracks","Favorite","1597368822","1597368822"
"Wave Gods","Nas","Magic","Favorite Tracks","Favorite","1593348981","1593348981"
"Drill Lobby 2 (feat. 8ruki)","Bricksy & 3g","UP!","Favorite Tracks","Favorite","1421517852","1421517852"
"Plus Jamais Le Même","Bricksy & 3g","Tales from Genovie Pt.1","Favorite Tracks","Favorite","1580750102","1580750102"
"Nes","Bricksy & 3g","Tales from Genovie Pt.1","Favorite Tracks","Favorite","1580750112","1580750112"
"Comme un aimant","Steban","Comme un aimant","Favorite Tracks","Favorite","1427954742","1427954742"
"Peach Dream","LUCKI","Freewave 3","Favorite Tracks","Favorite","630646592","630646592"
"Ma Poésie","HIM$","Ma Poésie","Favorite Tracks","Favorite","1590102052","1590102052"
"Off The Lot (feat. UnoTheActivist)","Thouxanbanfauni","FOREVER FIGEROA","Favorite Tracks","Favorite","1450885412","1450885412"
"Non coupable 5","La F","Non coupable 5","Favorite Tracks","Favorite","1582188742","1582188742"
"Dope","Kekra","Dope","Favorite Tracks","Favorite","1585542672","1585542672"
"Hollywood","Slimka","Tunnel Vision","Favorite Tracks","Favorite","1401195202","1401195202"
"Mauvais oeil !","menace Santana","!","Favorite Tracks","Favorite","1560500452","1560500452"
"Sans fin !","menace Santana","!","Favorite Tracks","Favorite","1560500412","1560500412"
"L'apprentie sorcière !","menace Santana","!","Favorite Tracks","Favorite","1560500392","1560500392"
"RE-45 (feat. Wit.)","Dioscures","CIELA","Favorite Tracks","Favorite","1220741382","1220741382"
"LYELE OUTRO","La Fève","ERRR","Favorite Tracks","Favorite","1569676292","1569676292"
"VVS (feat. S-Téban)","La Fève","ERRR","Favorite Tracks","Favorite","1569676272","1569676272"
"ZOMBIE","La Fève","ERRR","Favorite Tracks","Favorite","1569676262","1569676262"
"VOITURE SPORTIVE","La Fève","ERRR","Favorite Tracks","Favorite","1569676252","1569676252"
"LONERRR","La Fève","ERRR","Favorite Tracks","Favorite","1569676242","1569676242"
"MAUVAIS PAYEUR","La Fève","ERRR","Favorite Tracks","Favorite","1569676212","1569676212"
"ZAZA","La Fève","ERRR","Favorite Tracks","Favorite","1569676202","1569676202"
"CRENSHAW","La Fève","ERRR","Favorite Tracks","Favorite","1569676182","1569676182"
"SAOULÉ","La Fève","ERRR","Favorite Tracks","Favorite","1569676172","1569676172"
"NO HOOK","La Fève","ERRR","Favorite Tracks","Favorite","1569676162","1569676162"
"CASTRO","La Fève","ERRR","Favorite Tracks","Favorite","1569676152","1569676152"
"OTW","La Fève","ERRR","Favorite Tracks","Favorite","1569676132","1569676132"
"BELEK","La Fève","ERRR","Favorite Tracks","Favorite","1569676122","1569676122"
"CPouravCjusteRalenti (feat. Freeze Corleone)","Ocho","CPouravCjusteRalenti","Favorite Tracks","Favorite","1092583412","1092583412"
"Mode Avion (Chopped & $crewed)","Ocho","F.D.T. (Chopped & $crewed)","Favorite Tracks","Favorite","968342902","968342902"
"SEMINAIRE","Ratu$","TTMS, Vol.2","Favorite Tracks","Favorite","1547695702","1547695702"
"TTMS","Ratu$","TTMS, Vol.2","Favorite Tracks","Favorite","1547695692","1547695692"
"PM 7513 (feat. Zamdane & Deen Burbigo)","Ratu$","TTMS, Vol.2","Favorite Tracks","Favorite","1547695682","1547695682"
"CURRICULUM","Ratu$","TTMS, Vol.2","Favorite Tracks","Favorite","1547695672","1547695672"
"CELLULAIRES","Ratu$","TTMS, Vol.2","Favorite Tracks","Favorite","1547695642","1547695642"
"Mage Noir","Freeze Corleone","F.D.T","Favorite Tracks","Favorite","486929992","486929992"
"Distance (feat. Joey Bada$$, Issa Gold & Erick The Architect)","Joey Bada$$","Escape From New York","Favorite Tracks","Favorite","683113772","683113772"
"Pas joli","Geeeko","Pas joli","Favorite Tracks","Favorite","1562599292","1562599292"
"Tchalla","Kaaris","Tchalla","Favorite Tracks","Favorite","1539648702","1539648702"
"Euphorie","Kalash Criminel","Oyoki","Favorite Tracks","Favorite","362777081","362777081"
"But en or","Kalash Criminel","Sélection naturelle","Favorite Tracks","Favorite","1146381942","1146381942"
"Freestyle covid 9","menace Santana","Freestyle covid Part. 1","Favorite Tracks","Favorite","1527718892","1527718892"
"Tension","Lammers","Tension","Favorite Tracks","Favorite","852806772","852806772"
"Dans la ville","Olazermi","OTCHO","Favorite Tracks","Favorite","1532832562","1532832562"
"CRYOUT","LUCKI","WAKE UP LUCKI","Favorite Tracks","Favorite","1565869872","1565869872"
"NEEDED","LUCKI","WAKE UP LUCKI","Favorite Tracks","Favorite","1565869862","1565869862"
"WHERE I BE","LUCKI","WAKE UP LUCKI","Favorite Tracks","Favorite","1565869852","1565869852"
"2019","LUCKI","WAKE UP LUCKI","Favorite Tracks","Favorite","1565869842","1565869842"
"STILL MISS YA","LUCKI","WAKE UP LUCKI","Favorite Tracks","Favorite","1565869822","1565869822"
"NEPTUNE V.S INDUSTRY","LUCKI","WAKE UP LUCKI","Favorite Tracks","Favorite","1565869812","1565869812"
"OG","Ninho","Jefe","Favorite Tracks","Favorite","1572268752","1572268752"
"Atoms","Ludovico Einaudi","Atoms","Favorite Tracks","Favorite","1566924522","1566924522"
"U Are My High","DJ Snake","U Are My High","Favorite Tracks","Favorite","1573555592","1573555592"
"Knock Knock","SoFaygo","Angelic 7","Favorite Tracks","Favorite","1363766822","1363766822"
"Simba","Souffrance","Tranche de vie","Favorite Tracks","Favorite","1368266662","1368266662"
"Shawty","Alkakris","Shawty","Favorite Tracks","Favorite","1487436622","1487436622"
"Merci","Alkakris","Loin des yeux","Favorite Tracks","Favorite","1253175862","1253175862"
"Aux Soeurettes","Alkakris","Loin des yeux","Favorite Tracks","Favorite","1253175852","1253175852"
"La Vague","Alkakris","Loin des yeux","Favorite Tracks","Favorite","1253175832","1253175832"
"Madame","Alkakris","Loin des yeux","Favorite Tracks","Favorite","1253175802","1253175802"
"Ton Monde","Alkakris","Loin des yeux","Favorite Tracks","Favorite","1253175792","1253175792"
"Ride la nuit (feat. MadeInParis)","kosei","Spooky Season","Favorite Tracks","Favorite","1128364652","1128364652"
"Ghost (feat. La Fève)","kosei","Spooky Season","Favorite Tracks","Favorite","1128364632","1128364632"
"Dilemme (feat. La Fève)","EDGE","OFFSHORE","Favorite Tracks","Favorite","1545801762","1545801762"
"LBMLB","EDGE","OFFSHORE","Favorite Tracks","Favorite","1545801712","1545801712"
"20.000 (feat. Alpha Wann)","EDGE","OFFSHORE","Favorite Tracks","Favorite","1545801692","1545801692"
"Schémas Monotones","EDGE","OFFSHORE","Favorite Tracks","Favorite","1545801682","1545801682"
"Tonic","Bones","SCRAPS","Favorite Tracks","Favorite","1555787452","1555787452"
"D.ieu","Jazzy Bazz","Memoria","Favorite Tracks","Favorite","1557235242","1557235242"
"chaNGE","Lancey Foux","LIVE.EVIL","Favorite Tracks","Favorite","1550824312","1550824312"
"25WAGG3DOU2","Lancey Foux","LIVE.EVIL","Favorite Tracks","Favorite","1550824292","1550824292"
"I KNOW","Lancey Foux","LIVE.EVIL","Favorite Tracks","Favorite","1550824282","1550824282"
"b€Zerk","Lancey Foux","LIVE.EVIL","Favorite Tracks","Favorite","1550824272","1550824272"
"RESPECT","Lancey Foux","LIVE.EVIL","Favorite Tracks","Favorite","1550824232","1550824232"
"PEzZZ","Khali","21 -","Favorite Tracks","Favorite","1555086402","1555086402"
"Freestyle covid 4","menace Santana","Freestyle covid Part. 1","Favorite Tracks","Favorite","1527718842","1527718842"
"NORVEGICUS","Ratu$","NORVEGICUS","Favorite Tracks","Favorite","1546508192","1546508192"
"Drillin'","menace Santana","Drillin'","Favorite Tracks","Favorite","1539686602","1539686602"
"Freestyle covid 3","menace Santana","Freestyle covid Part. 1","Favorite Tracks","Favorite","1527718832","1527718832"
"Freestyle covid 17","menace Santana","Freestyle covid Part. 2","Favorite Tracks","Favorite","1511770292","1511770292"
"Freestyle covid 2","menace Santana","Freestyle covid Part. 1","Favorite Tracks","Favorite","1527718822","1527718822"
"Freestyle covid 5","menace Santana","Freestyle covid Part. 1","Favorite Tracks","Favorite","1527718852","1527718852"
"Freestyle covid 13","menace Santana","Freestyle covid Part. 2","Favorite Tracks","Favorite","1511770252","1511770252"
"Sex","menace Santana","Sex","Favorite Tracks","Favorite","1511779132","1511779132"
"Boosk'Halloween","menace Santana","Boosk'Halloween","Favorite Tracks","Favorite","1542745272","1542745272"
"Designer","Bas","Milky Way","Favorite Tracks","Favorite","543120632","543120632"
"TOP","Ozza","SPIRIT, VOL. 2: NATURAL","Favorite Tracks","Favorite","1539194812","1539194812"
"MODE AVION","Ozza","SPIRIT","Favorite Tracks","Favorite","1241750792","1241750792"
"S.P.S","Ziak","Akimbo","Favorite Tracks","Favorite","1547202652","1547202652"
"Espace","Ziak","Akimbo","Favorite Tracks","Favorite","1547202602","1547202602"
"No Love","Summer Walker","Still Over It","Favorite Tracks","Favorite","1543741742","1543741742"
"140G","Niska","Le monde est méchant","Favorite Tracks","Favorite","1539878082","1539878082"
"Paris","Niska","Le monde est méchant","Favorite Tracks","Favorite","1539877992","1539877992"
"Cracklanders (Part. I)","Guy2bezbar","Cracklanders (Part. I)","Favorite Tracks","Favorite","1532188772","1532188772"
"Unlock It (feat. Playboi Carti)","ABRA","Unlock It (feat. Playboi Carti)","Favorite Tracks","Favorite","1447142862","1447142862"
"Gët Busy","Yeat","Gët Busy","Favorite Tracks","Favorite","1480058692","1480058692"
"Big Meech","Gazo","Big Meech","Favorite Tracks","Favorite","1533654582","1533654582"
"Sandman","A$AP Rocky","LIVE.LOVE.A$AP","Favorite Tracks","Favorite","1530187992","1530187992"
"Demons","A$AP Rocky","LIVE.LOVE.A$AP","Favorite Tracks","Favorite","1530187982","1530187982"
"Acid Drip","A$AP Rocky","LIVE.LOVE.A$AP","Favorite Tracks","Favorite","1530187952","1530187952"
"Houston Old Head","A$AP Rocky","LIVE.LOVE.A$AP","Favorite Tracks","Favorite","1530187942","1530187942"
"Get Lit (feat. Fat Tony)","A$AP Rocky","LIVE.LOVE.A$AP","Favorite Tracks","Favorite","1530187912","1530187912"
"Purple Swag","A$AP Rocky","LIVE.LOVE.A$AP","Favorite Tracks","Favorite","1530187902","1530187902"
"Brand New Guy (feat. ScHoolboy Q)","A$AP Rocky","LIVE.LOVE.A$AP","Favorite Tracks","Favorite","1530187892","1530187892"
"Wassup","A$AP Rocky","LIVE.LOVE.A$AP","Favorite Tracks","Favorite","1530187882","1530187882"
"Palace","A$AP Rocky","LIVE.LOVE.A$AP","Favorite Tracks","Favorite","1530187852","1530187852"
"Peso","A$AP Rocky","LIVE.LOVE.A$AP","Favorite Tracks","Favorite","1530187862","1530187862"
"Bass","A$AP Rocky","LIVE.LOVE.A$AP","Favorite Tracks","Favorite","1530187872","1530187872"
"Capo","Roshi","Road to Larosh","Favorite Tracks","Favorite","1529147252","1529147252"
"Je me lève, je me lave","Roshi","Road to Larosh","Favorite Tracks","Favorite","1529147152","1529147152"
"Malty 2BZ - HB Freestyle (Season 3)","MALTY 2BZ","Malty 2BZ - HB Freestyle (Season 3)","Favorite Tracks","Favorite","1534209772","1534209772"
"Pas comme hier","Roshi","Road to Larosh","Favorite Tracks","Favorite","1529147262","1529147262"
"Du mal","Roshi","Road to Larosh","Favorite Tracks","Favorite","1529147242","1529147242"
"ARE U HAPPY?","JPEGMAFIA","LP!","Favorite Tracks","Favorite","1525464782","1525464782"
"WHAT KIND OF RAPPIN' IS THIS?","JPEGMAFIA","LP!","Favorite Tracks","Favorite","1525464762","1525464762"
"NEMO!","JPEGMAFIA","LP!","Favorite Tracks","Favorite","1525464742","1525464742"
"DIRTY!","JPEGMAFIA","LP!","Favorite Tracks","Favorite","1525464732","1525464732"
"Neptune","Django","ATHANOR","Favorite Tracks","Favorite","1522579282","1522579282"
"Centurion","Django","ATHANOR","Favorite Tracks","Favorite","1522579272","1522579272"
"Devil Jin","Django","ATHANOR","Favorite Tracks","Favorite","1522579222","1522579222"
"Film","Django","ATHANOR","Favorite Tracks","Favorite","1522579212","1522579212"
"Scoliosis (with Lil Double 0)","Young Thug","Punk","Favorite Tracks","Favorite","1522872372","1522872372"
"Rich Nigga Shit (with Juice WRLD)","Young Thug","Punk","Favorite Tracks","Favorite","1522872332","1522872332"
"Oiseaux","Django","Oiseaux","Favorite Tracks","Favorite","137366846","137366846"
"Juin","Django","Juin","Favorite Tracks","Favorite","1503357472","1503357472"
"BooskAthanor","Django","BooskAthanor","Favorite Tracks","Favorite","1518306982","1518306982"
"La cible (feat. Seak, Bvker & La Fève)","Le Blaze","La Tape","Favorite Tracks","Favorite","1507823972","1507823972"
"Loading","Central Cee","Loading","Favorite Tracks","Favorite","1112729702","1112729702"
"6 For 6","Central Cee","Wild West","Favorite Tracks","Favorite","1234685982","1234685982"
"Freestyle covid 16","menace Santana","Freestyle covid 16","Favorite Tracks","Favorite","1281068672","1281068672"
"Freestyle covid 15","menace Santana","Freestyle covid 15","Favorite Tracks","Favorite","1273909592","1273909592"
"Freestyle covid 8","menace Santana","Freestyle covid 8","Favorite Tracks","Favorite","1252957932","1252957932"
"Freestyle covid 1","menace Santana","Freestyle covid 1","Favorite Tracks","Favorite","1255307372","1255307372"
"Drill 2","MALTY 2BZ","Drill 2","Favorite Tracks","Favorite","1347459912","1347459912"
"Dans Nos Blocks","MALTY 2BZ","Dans Nos Blocks","Favorite Tracks","Favorite","1443399822","1443399822"
"Smoke (feat. HVN & SoFaygo)","Don Toliver","Life of a DON","Favorite Tracks","Favorite","1512096702","1512096702"
"OUTERSPACE (feat. Baby Keem)","Don Toliver","Life of a DON","Favorite Tracks","Favorite","1512096692","1512096692"
"Double Standards","Don Toliver","Life of a DON","Favorite Tracks","Favorite","1512096632","1512096632"
"What You Need","Don Toliver","Life of a DON","Favorite Tracks","Favorite","1512096622","1512096622"
"Flocky Flocky (feat. Travis Scott)","Don Toliver","Life of a DON","Favorite Tracks","Favorite","1512096612","1512096612"
"Way Bigger","Don Toliver","Life of a DON","Favorite Tracks","Favorite","1512096602","1512096602"
"Slimeball","Young Nudy","SlimeBall 3","Favorite Tracks","Favorite","574355882","574355882"
"Camila","Geeeko","Camila","Favorite Tracks","Favorite","1488839432","1488839432"
"Bread Head","SahBabii","Bread Head","Favorite Tracks","Favorite","1489961262","1489961262"
"War & Wonders","D Smoke","War & Wonders","Favorite Tracks","Favorite","1495153712","1495153712"
"Drippin'","Gunna","Drip Season 3 (Deluxe)","Favorite Tracks","Favorite","651593852","651593852"
"Obsessed With You","Central Cee","Obsessed With You","Favorite Tracks","Favorite","1487902102","1487902102"
"first order of business","Baby Keem","The Melodic Blue","Favorite Tracks","Favorite","1487936132","1487936132"
"booman","Baby Keem","The Melodic Blue","Favorite Tracks","Favorite","1487936122","1487936122"
"scars","Baby Keem","The Melodic Blue","Favorite Tracks","Favorite","1487936102","1487936102"
"cocoa","Baby Keem","The Melodic Blue","Favorite Tracks","Favorite","1487936082","1487936082"
"lost souls","Baby Keem","The Melodic Blue","Favorite Tracks","Favorite","1487936072","1487936072"
"gorgeous","Baby Keem","The Melodic Blue","Favorite Tracks","Favorite","1487936042","1487936042"
"issues","Baby Keem","The Melodic Blue","Favorite Tracks","Favorite","1487936032","1487936032"
"scapegoats","Baby Keem","The Melodic Blue","Favorite Tracks","Favorite","1487936012","1487936012"
"range brothers","Baby Keem","The Melodic Blue","Favorite Tracks","Favorite","1487936022","1487936022"
"trademark usa","Baby Keem","The Melodic Blue","Favorite Tracks","Favorite","1487935992","1487935992"
"Low","Tuerie","Bleu Gospel","Favorite Tracks","Favorite","1425363122","1425363122"
"KeepTellingYourselfThat","Bones","Useless","Favorite Tracks","Favorite","608437522","608437522"
"Knife Talk","Drake","Certified Lover Boy","Favorite Tracks","Favorite","1484144922","1484144922"
"Remote Control","Kanye West","Donda","Favorite Tracks","Favorite","1478733312","1478733312"
"Believe What I Say","Kanye West","Donda","Favorite Tracks","Favorite","1478733292","1478733292"
"Junya","Kanye West","Donda","Favorite Tracks","Favorite","1478733282","1478733282"
"family ties","Baby Keem","family ties","Favorite Tracks","Favorite","1476644212","1476644212"
"Freestyle covid 18","menace Santana","Freestyle covid 18","Favorite Tracks","Favorite","1288008942","1288008942"
"Vendredi13Août2021","menace Santana","Vendredi13Août2021","Favorite Tracks","Favorite","1463359242","1463359242"
"1UP","Zeu","1UP","Favorite Tracks","Favorite","1384523352","1384523352"
"Spaceships + Rockets","Bas","Milky Way","Favorite Tracks","Favorite","543120642","543120642"
"Sanufa","Bas","Milky Way","Favorite Tracks","Favorite","543120602","543120602"
"FEEL.","Kendrick Lamar","DAMN.","Favorite Tracks","Favorite","350171281","350171281"
"ELEMENT.","Kendrick Lamar","DAMN.","Favorite Tracks","Favorite","350171271","350171271"
"Gang Signs (feat. ScHoolboy Q)","Freddie Gibbs","Gang Signs (feat. ScHoolboy Q)","Favorite Tracks","Favorite","1230440072","1230440072"
"Solo (Reprise)","Frank Ocean","Blonde","Favorite Tracks","Favorite","349922301","349922301"
"Nights","Frank Ocean","Blonde","Favorite Tracks","Favorite","349922291","349922291"
"Genèse","Django","Genèse","Favorite Tracks","Favorite","1470092692","1470092692"
"Patience","Norsacce Berlusconi","Neonegro","Favorite Tracks","Favorite","487020532","487020532"
"Coffin","Lil Yachty","Coffin","Favorite Tracks","Favorite","1118978282","1118978282"
"Givenchy","UnoTheActivist","Unoverse 2","Favorite Tracks","Favorite","1401855142","1401855142"
"BAS MONDE (feat. La Fève)","Meel B","BAS MONDE (feat. La Fève)","Favorite Tracks","Favorite","1035143292","1035143292"
"BOOGIE (feat. La Fève)","Meel B","S&S","Favorite Tracks","Favorite","1454244702","1454244702"
"Can't Clone Me (Bonus Track)","Young Nudy","Rich Shooter","Favorite Tracks","Favorite","1445689822","1445689822"
"Trap S**t (feat. Future)","Young Nudy","Rich Shooter","Favorite Tracks","Favorite","1445689752","1445689752"
"Green Bean","Young Nudy","Rich Shooter","Favorite Tracks","Favorite","1445689742","1445689742"
"SpottieOttieDopaliscious","OutKast","Aquemini","Favorite Tracks","Favorite","962896","962896"
"Hollywood Dreamer","LUCKI","Days B4 III","Favorite Tracks","Favorite","773626472","773626472"
"Tu Me Connais","Kaaris","Or Noir","Favorite Tracks","Favorite","71678138","71678138"
"Vague","J9ueve","J9ueve - Vague","Favorite Tracks","Favorite","1450881362","1450881362"
"Welcome To Brixton","SR","Welcome To Brixton","Favorite Tracks","Favorite","1140087992","1140087992"
"Goodums","Unknown T","Adolescence","Favorite Tracks","Favorite","1442671192","1442671192"
"Love Reigns","Mall Grab","What I Breathe","Favorite Tracks","Favorite","1843861927","1843861927"
"9-3 Freestyle","Isaiah Rashad","The House Is Burning","Favorite Tracks","Favorite","1445417502","1445417502"
"Headshots (4r da Locals)","Isaiah Rashad","The House Is Burning","Favorite Tracks","Favorite","1445417432","1445417432"
"Lay Wit Ya (feat. Duke Deuce)","Isaiah Rashad","The House Is Burning","Favorite Tracks","Favorite","1445417412","1445417412"
"RIP Young","Isaiah Rashad","The House Is Burning","Favorite Tracks","Favorite","1445417402","1445417402"
"Nirvana","Skepta","All In","Favorite Tracks","Favorite","1439948962","1439948962"
"Bellator","Skepta","All In","Favorite Tracks","Favorite","1439948942","1439948942"
"Michael Myers","menace Santana","Michael Myers","Favorite Tracks","Favorite","1327281282","1327281282"
"RAPLEADER 10","menace Santana","RAPLEADER 10","Favorite Tracks","Favorite","1397569632","1397569632"
"Drill FR","Gazo","Drill FR","Favorite Tracks","Favorite","802944382","802944382"
"Bracelet","ASHE 22","Movie Tape","Favorite Tracks","Favorite","928109042","928109042"
"Appel masqué 9","La F","Appel masqué 9","Favorite Tracks","Favorite","1245335872","1245335872"
"Full menace","menace Santana","Full menace","Favorite Tracks","Favorite","1249502112","1249502112"
"Va au diable !","menace Santana","Va au diable !","Favorite Tracks","Favorite","1442746962","1442746962"
"LG","Ziak","LG","Favorite Tracks","Favorite","1089649982","1089649982"
"Double Dash","Ziak","Double Dash","Favorite Tracks","Favorite","1262735312","1262735312"
"Skiboy","menace Santana","Skiboy","Favorite Tracks","Favorite","1330638222","1330638222"
"Marino Paris (feat. JMK$)","A$AP ANT","Lil Black Jean Jacket 2 (Ruby Edition)","Favorite Tracks","Favorite","1172310142","1172310142"
"Heart Attack","Dave","We're All Alone In This Together","Favorite Tracks","Favorite","1436369892","1436369892"
"Twenty To One","Dave","We're All Alone In This Together","Favorite Tracks","Favorite","1436369882","1436369882"
"Verdansk","Dave","We're All Alone In This Together","Favorite Tracks","Favorite","1436369802","1436369802"
"Better Believe","Belly","Better Believe","Favorite Tracks","Favorite","1435798332","1435798332"
"Paranoid","Kanye West","808s & Heartbreak","Favorite Tracks","Favorite","130412306","130412306"
"Amazing","Kanye West","808s & Heartbreak","Favorite Tracks","Favorite","130412302","130412302"
"Heartless","Kanye West","808s & Heartbreak","Favorite Tracks","Favorite","130412300","130412300"
"Saint Pablo","Kanye West","The Life Of Pablo","Favorite Tracks","Favorite","126772767","126772767"
"Real Friends","Kanye West","The Life Of Pablo","Favorite Tracks","Favorite","126772751","126772751"
"Ultralight Beam","Kanye West","The Life Of Pablo","Favorite Tracks","Favorite","126772729","126772729"
"Petit Matin","NTO","Petit Matin","Favorite Tracks","Favorite","1405648912","1405648912"
"Invisible (Piano Version)","NTO","Invisible","Favorite Tracks","Favorite","1270679672","1270679672"
"The Morning After","NTO","The Morning After","Favorite Tracks","Favorite","675716122","675716122"
"Motley Crew","Post Malone","Motley Crew","Favorite Tracks","Favorite","1428878042","1428878042"
"STUNTMEN (feat. Alpha Wann & Wit.)","Laylow","L'Étrange Histoire de Mr.Anderson","Favorite Tracks","Favorite","1424343602","1424343602"
"R9R-LINE (feat. Damso)","Laylow","L'Étrange Histoire de Mr.Anderson","Favorite Tracks","Favorite","1424343572","1424343572"
"IVERSON","Laylow","L'Étrange Histoire de Mr.Anderson","Favorite Tracks","Favorite","1424343542","1424343542"
"LOYALTY.","Kendrick Lamar","DAMN.","Favorite Tracks","Favorite","350171291","350171291"
"Leaked","Lil Baby","Harder Than Ever","Favorite Tracks","Favorite","500099542","500099542"
"Gang Shit No Lame Shit","Key Glock","Glockoma","Favorite Tracks","Favorite","587830552","587830552"
